search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,default_start_sec,default_end_sec,why_dynamic,notes,collector_notes,capability_label,dynamic_concept_id,dynamic_concept,capability_queue_rank
silicate garden precipitation tubes video,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,precipitation_and_solubility,0,60,Colored tubular or branching structures grow upward/outward in solution.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_GARDEN_001; linked_principle_id=CHM_PRE_002; aliases=silicate garden; precipitation tubes; crystal garden; reject=Reject static finished gardens without growth sequence.; hard_negative_concepts=ordinary crystallization; dye diffusion; bubbles,capability_label=DCR; dynamic_concept_id=DCR_CHEM_GARDEN_001; linked_principle_id=CHM_PRE_002; aliases=silicate garden; precipitation tubes; crystal garden; reject=Reject static finished gardens without growth sequence.; hard_negative_concepts=ordinary crystallization; dye diffusion; bubbles,DCR,DCR_CHEM_GARDEN_001,chemical garden,117
Benedict test reducing sugar precipitate video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Blue reagent changes toward orange-red and precipitate forms during heating.,principle_id=CHM_RED_002; priority=core; reject=Reject if only final tube colors are shown or source text supplies all chemistry.; hard_negative_family=iodine clock; pH indicator; simple dye mixing; capability_label=DMR,principle_id=CHM_RED_002; priority=core; reject=Reject if only final tube colors are shown or source text supplies all chemistry.; hard_negative_family=iodine clock; pH indicator; simple dye mixing; capability_label=DMR,DMR,,,118
Benedict reagent color change heating video,chemistry_materials_change,__construct_after_principle_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Blue reagent changes toward orange-red and precipitate forms during heating.,principle_id=CHM_RED_002; priority=core; reject=Reject if only final tube colors are shown or source text supplies all chemistry.; hard_negative_family=iodine clock; pH indicator; simple dye mixing; capability_label=DMR,principle_id=CHM_RED_002; priority=core; reject=Reject if only final tube colors are shown or source text supplies all chemistry.; hard_negative_family=iodine clock; pH indicator; simple dye mixing; capability_label=DMR,DMR,,,119
Benedict reagent precipitate heating video,chemistry_materials_change,__construct_after_dcr_video_gate__,chemistry_materials_change,redox_and_endpoint_reactions,0,60,Blue solution changes toward orange-red with precipitate formation while heated.,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BENEDICT_001; linked_principle_id=CHM_RED_002; aliases=Benedict reagent; reducing sugar test; reject=Reject final tube comparisons without the heating transition.; hard_negative_concepts=iodine test; pH indicator; simple boiling,capability_label=DCR; dynamic_concept_id=DCR_CHEM_BENEDICT_001; linked_principle_id=CHM_RED_002; aliases=Benedict reagent; reducing sugar test; reject=Reject final tube comparisons without the heating transition.; hard_negative_concepts=iodine test; pH indicator; simple boiling,DCR,DCR_CHEM_BENEDICT_001,Benedict test positive reaction,120
glacier movement markers time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,"Ice features, crevasses, or markers move over time.",principle_id=EAR_CRY_001; priority=core; reject=Reject glacier scenery without measurable motion.; hard_negative_family=river flow; avalanche; calving only; capability_label=DMR,principle_id=EAR_CRY_001; priority=core; reject=Reject glacier scenery without measurable motion.; hard_negative_family=river flow; avalanche; calving only; capability_label=DMR,DMR,,,121
glacier calving slow motion,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,Cracks widen and a block breaks from the glacier front into water.,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking; capability_label=DMR,principle_id=EAR_CRY_002; priority=core; reject=Reject clips that only show floating ice after detachment.; hard_negative_family=landslide; freeze-thaw; wave breaking; capability_label=DMR,DMR,,,122
iceberg calving slow motion,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,cryosphere_and_seasonal_change,0,60,"An ice front cracks, detaches, falls, and generates waves or roll-over.",capability_label=DCR; dynamic_concept_id=DCR_EAR_GLCALV_001; linked_principle_id=EAR_CRY_002; aliases=iceberg calving; ice cliff collapse; reject=Reject clips showing only floating ice after detachment.; hard_negative_concepts=avalanche; ordinary wave; glacier flow,capability_label=DCR; dynamic_concept_id=DCR_EAR_GLCALV_001; linked_principle_id=EAR_CRY_002; aliases=iceberg calving; ice cliff collapse; reject=Reject clips showing only floating ice after detachment.; hard_negative_concepts=avalanche; ordinary wave; glacier flow,DCR,DCR_EAR_GLCALV_001,glacier calving,123
hunting behavior prey escape video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,ecosystem_interactions,0,60,"Predator approaches, accelerates or strikes, prey escapes or is captured.",principle_id=EAR_ECO_001; priority=core; reject=Reject simple co-presence of organisms without interaction sequence.; hard_negative_family=pollination; taxis; passive movement; capability_label=DMR,principle_id=EAR_ECO_001; priority=core; reject=Reject simple co-presence of organisms without interaction sequence.; hard_negative_family=pollination; taxis; passive movement; capability_label=DMR,DMR,,,124
pollination insect flower contact slow motion,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,ecosystem_interactions,0,60,Visitor contacts anthers/stigma and then moves away or to another flower.,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind; capability_label=DMR,principle_id=EAR_ECO_002; priority=core; reject=Reject flower visitor videos without contact to reproductive parts.; hard_negative_family=feeding only; phototaxis; wind; capability_label=DMR,DMR,,,125
grain entrainment by water flow video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,"Grains transition from rest to rolling, saltation, or suspension as flow increases.",principle_id=EAR_ERO_001; priority=core; reject=Reject sediment already moving without flow change or threshold evidence.; hard_negative_family=debris flow; diffusion; landslide; capability_label=DMR,principle_id=EAR_ERO_001; priority=core; reject=Reject sediment already moving without flow change or threshold evidence.; hard_negative_family=debris flow; diffusion; landslide; capability_label=DMR,DMR,,,126
sediment sorting flume experiment video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles separate spatially or layers form as flow slows.,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation; capability_label=DMR,principle_id=EAR_ERO_002; priority=core; reject=Reject final sorted samples without movement/deposition sequence.; hard_negative_family=filtration; granular vibration; chemical precipitation; capability_label=DMR,DMR,,,127
sand grain saltation slow motion,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,erosion_transport_and_deposition,0,60,Particles transition from rest to bouncing/hopping transport above a bed.,capability_label=DCR; dynamic_concept_id=DCR_EAR_SALT_001; linked_principle_id=EAR_ERO_001; aliases=grain saltation; sand hopping; bedload saltation; reject=Reject videos where grains are already moving without visible saltation.; hard_negative_concepts=suspension cloud; landslide; simple settling,capability_label=DCR; dynamic_concept_id=DCR_EAR_SALT_001; linked_principle_id=EAR_ERO_001; aliases=grain saltation; sand hopping; bedload saltation; reject=Reject videos where grains are already moving without visible saltation.; hard_negative_concepts=suspension cloud; landslide; simple settling,DCR,DCR_EAR_SALT_001,sediment saltation,128
soil slope collapse time lapse,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,"Cracks, deformation, and mass movement develop downslope.",principle_id=EAR_GEO_001; priority=core; reject=Reject post-landslide aftermath without failure sequence.; hard_negative_family=debris flow transport; erosion; glacier calving; capability_label=DMR,principle_id=EAR_GEO_001; priority=core; reject=Reject post-landslide aftermath without failure sequence.; hard_negative_family=debris flow transport; erosion; glacier calving; capability_label=DMR,DMR,,,129
pyroclastic density current experiment video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,Dense current advances along the ground with a leading front and suspended particles.,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection; capability_label=DMR,principle_id=EAR_GEO_002; priority=core; reject=Reject smoke plumes rising vertically without ground-hugging current.; hard_negative_family=lava flow; debris slide; steam convection; capability_label=DMR,DMR,,,130
pyroclastic density current footage,earth_environmental_systems,__construct_after_dcr_video_gate__,earth_environmental_systems,geology_and_geophysical_change,0,60,A ground-hugging ash cloud accelerates downslope from a volcanic source.,capability_label=DCR; dynamic_concept_id=DCR_EAR_PYRO_001; linked_principle_id=EAR_GEO_002; aliases=pyroclastic flow; ash gravity current; reject=Reject vertical ash plumes without ground-hugging flow.; hard_negative_concepts=ash plume rise; landslide dust; cloud shadow,capability_label=DCR; dynamic_concept_id=DCR_EAR_PYRO_001; linked_principle_id=EAR_GEO_002; aliases=pyroclastic flow; ash gravity current; reject=Reject vertical ash plumes without ground-hugging flow.; hard_negative_concepts=ash plume rise; landslide dust; cloud shadow,DCR,DCR_EAR_PYRO_001,pyroclastic density current,131
water flowing downslope channel formation video,earth_environmental_systems,__construct_after_principle_video_gate__,earth_environmental_systems,hydrology_and_flow_processes,0,60,"Water gathers, accelerates downslope, and forms rills or channels.",principle_id=EAR_HYD_001; priority=core; reject=Reject standing water or generic rain without flow paths.; hard_negative_family=capillary absorption; seepage only; wave motion; capability_label=DMR,principle_id=EAR_HYD_001; priority=core; reject=Reject standing water or generic rain without flow paths.; hard_negative_family=capillary absorption; seepage only; wave motion; capability_label=DMR,DMR,,,132
